iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
1683,132.745544,1000.0,0.923375,0.883781,0.0,0.0,0.117129,51668.0,0.117899,0.447413,0.205131,0.471548,-0.037042,0.796282,6.002776,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001776,-0.004902,0.0,-0.00016,-0.016258,-0.032553,-0.057212,0.798344,-0.044795,-0.084802,-0.016373,-0.039421,1.846885,0.697321,-0.045815,-0.043236,-0.043779,3.833333,0.010616,0.06891,0.084582
1684,133.446014,1000.0,0.919099,0.885762,0.0,0.0,0.11711,63797.0,0.114647,0.426414,0.200968,0.456688,-0.036501,0.771585,5.95426,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001764,-0.004988,0.0,-0.00015,-0.015921,-0.03078,-0.054787,0.798564,-0.041837,-0.081764,-0.015432,-0.037017,1.858844,0.713128,-0.044203,-0.055806,-0.066405,4.173913,0.011511,0.069608,0.097316
1685,132.441757,1000.0,0.925446,0.880914,0.0,0.0,0.117008,58861.0,0.115542,0.442509,0.20147,0.447611,-0.037083,0.754452,5.956933,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001748,-0.004778,0.0,-0.000153,-0.015841,-0.030129,-0.055813,0.798059,-0.042538,-0.082128,-0.016085,-0.037504,1.85341,0.707361,-0.04438,-0.052176,-0.036249,3.291667,0.01174,0.078523,0.105049
1686,132.547302,1000.0,0.931314,0.884905,0.0,0.0,0.116972,70454.0,0.117186,0.429065,0.207204,0.476232,-0.038386,0.786653,5.980138,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001776,-0.005583,0.0,-0.000164,-0.016154,-0.03272,-0.057576,0.796947,-0.042476,-0.08408,-0.015631,-0.040214,1.850029,0.709029,-0.045697,-0.061183,-0.06756,3.636364,0.010655,0.084588,0.111244
1687,133.344696,1000.0,0.917463,0.892634,0.0,0.0,0.117138,66373.0,0.115132,0.432025,0.209235,0.490647,-0.03789,0.802017,5.95391,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001787,-0.004675,0.0,-0.000157,-0.016299,-0.032684,-0.057327,0.788997,-0.042979,-0.081355,-0.015613,-0.038552,1.853917,0.708379,-0.046764,-0.039823,-0.029534,3.5,0.012038,0.078211,0.099608
1688,132.637924,1000.0,0.914813,0.885468,0.0,0.0,0.117311,26558.0,0.117661,0.438252,0.194183,0.466343,-0.036645,0.777068,5.943206,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001813,-0.004286,0.0,-0.00016,-0.015987,-0.031882,-0.058656,0.789629,-0.042966,-0.082218,-0.0174,-0.037738,1.842001,0.705298,-0.045852,-0.03821,-0.054896,3.304348,0.011868,0.088608,0.110719
1689,133.18399,1000.0,0.916531,0.8837,0.0,0.0,0.117344,66817.0,0.114927,0.441422,0.190721,0.441008,-0.035716,0.731869,5.940076,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001793,-0.004178,0.0,-0.000151,-0.01584,-0.03034,-0.055527,0.787284,-0.042436,-0.07882,-0.016345,-0.037011,1.854588,0.706732,-0.044464,-0.026296,-0.039008,4.086957,0.010969,0.067672,0.09578
1690,132.111832,1000.0,0.921621,0.883726,0.0,0.0,0.117177,62750.0,0.115314,0.433634,0.196497,0.461801,-0.036677,0.773239,5.948199,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001826,-0.004979,0.0,-0.000155,-0.015828,-0.030821,-0.056028,0.794734,-0.041971,-0.079301,-0.016718,-0.038357,1.851435,0.711581,-0.044698,-0.059726,-0.044924,4.208333,0.01206,0.070847,0.114597
1691,132.273819,1000.0,0.910244,0.889644,0.0,0.0,0.117446,68146.0,0.117157,0.434493,0.201193,0.466134,-0.037945,0.773475,5.947989,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001761,-0.004733,0.0,-0.000161,-0.01625,-0.032911,-0.058189,0.794508,-0.044094,-0.085293,-0.017679,-0.03981,1.846082,0.704328,-0.04601,-0.037908,-0.035278,3.541667,0.011925,0.062389,0.092059
1692,133.63974,1000.0,0.927466,0.903817,0.0,0.0,0.11769,69255.0,0.116161,0.435487,0.200831,0.484602,-0.038795,0.778962,5.957649,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001808,-0.004988,0.0,-0.000157,-0.016294,-0.03359,-0.058032,0.781948,-0.043347,-0.083036,-0.016622,-0.038585,1.850473,0.705357,-0.047226,-0.033084,-0.036223,3.545455,0.01163,0.077818,0.086636
1693,131.970215,1000.0,0.904678,0.895481,0.0,0.0,0.117588,69869.0,0.116671,0.437569,0.19495,0.474638,-0.037029,0.75468,5.993178,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001831,-0.005032,0.0,-0.000156,-0.016299,-0.03314,-0.058211,0.77918,-0.043496,-0.081823,-0.016296,-0.038473,1.851311,0.705033,-0.046819,-0.052123,-0.064138,4.045455,0.013393,0.065168,0.105583
1694,133.221436,1000.0,0.914051,0.891307,0.0,0.0,0.117477,26838.0,0.116402,0.441157,0.202281,0.476831,-0.038066,0.795889,5.990751,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001833,-0.005262,0.0,-0.00016,-0.016133,-0.032245,-0.058369,0.793274,-0.042638,-0.080625,-0.016514,-0.039123,1.848848,0.706221,-0.046289,-0.03831,-0.04225,4.478261,0.012239,0.074051,0.105926
1695,135.473251,1000.0,0.930945,0.895671,0.0,0.0,0.117603,69091.0,0.118203,0.428401,0.217123,0.50696,-0.040595,0.839623,5.986073,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001872,-0.005114,0.0,-0.000167,-0.016043,-0.03363,-0.05779,0.805309,-0.042597,-0.079442,-0.017288,-0.040147,1.840967,0.710339,-0.046917,-0.039669,-0.050657,4.0,0.010483,0.068893,0.099181
1696,132.354507,1000.0,0.914152,0.894194,0.0,0.0,0.117596,67845.0,0.115363,0.440837,0.200083,0.458087,-0.036173,0.780695,5.973716,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001806,-0.004325,0.0,-0.000155,-0.016112,-0.031432,-0.057457,0.796047,-0.042818,-0.082864,-0.016873,-0.037992,1.857857,0.706044,-0.045088,-0.04685,-0.041189,4.375,0.012163,0.072127,0.094695
1697,133.385315,1000.0,0.910368,0.910217,0.0,0.0,0.117685,68161.0,0.11821,0.431907,0.209522,0.480996,-0.038523,0.794244,5.972947,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001767,-0.005077,0.0,-0.000161,-0.01629,-0.032464,-0.056991,0.796512,-0.042216,-0.084382,-0.016965,-0.040134,1.849477,0.71052,-0.046526,-0.071119,-0.057241,3.583333,0.010966,0.066064,0.083103
1698,133.950027,1000.0,0.933663,0.90146,0.0,0.0,0.117532,68336.0,0.116216,0.444061,0.198582,0.477336,-0.037534,0.799385,5.974569,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001872,-0.004653,0.0,-0.00016,-0.016043,-0.031954,-0.057413,0.796761,-0.042806,-0.079287,-0.016526,-0.037484,1.853813,0.705732,-0.046269,-0.05503,-0.046107,4.125,0.010835,0.06534,0.088831
1699,135.042938,1000.0,0.923124,0.898671,0.0,0.0,0.117437,66797.0,0.117755,0.431358,0.210411,0.490391,-0.039539,0.809366,6.014603,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001787,-0.005313,0.0,-0.000162,-0.016132,-0.033222,-0.057512,0.794275,-0.042486,-0.084372,-0.015984,-0.040025,1.849085,0.70978,-0.046585,-0.023485,-0.025197,4.666667,0.013375,0.073487,0.093411
1700,134.234406,1000.0,0.925143,0.893614,0.0,0.0,0.117431,25763.0,0.11831,0.439969,0.204028,0.482363,-0.038474,0.790486,6.002059,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00183,-0.00477,0.0,-0.000162,-0.016303,-0.0342,-0.059345,0.789649,-0.043723,-0.083695,-0.017716,-0.040221,1.843936,0.704001,-0.046804,-0.028861,-0.034938,5.291667,0.011297,0.073194,0.094498
1701,132.492126,1000.0,0.924593,0.88734,0.0,0.0,0.11769,64613.0,0.115965,0.428783,0.194544,0.471029,-0.037287,0.769008,5.985027,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00185,-0.005104,0.0,-0.000158,-0.016103,-0.032664,-0.057697,0.785169,-0.042131,-0.084714,-0.01727,-0.038882,1.855346,0.71175,-0.046316,-0.044934,-0.049207,4.625,0.010872,0.070334,0.094467
1702,132.769821,1000.0,0.912427,0.891211,0.0,0.0,0.117635,65762.0,0.114932,0.437424,0.195034,0.460557,-0.036448,0.758737,5.989955,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001823,-0.004849,0.0,-0.000157,-0.015933,-0.031556,-0.057925,0.788267,-0.041697,-0.082664,-0.016473,-0.037428,1.857887,0.711391,-0.045655,-0.049574,-0.046205,4.304348,0.013074,0.071954,0.097052
1703,133.631271,1000.0,0.924537,0.898478,0.0,0.0,0.117626,58679.0,0.12037,0.438347,0.204343,0.483129,-0.038611,0.803476,6.019466,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001825,-0.004043,0.0,-0.00017,-0.016404,-0.033685,-0.060249,0.79226,-0.043925,-0.087411,-0.017921,-0.040726,1.837116,0.702214,-0.047368,-0.037445,-0.028712,3.75,0.012291,0.083708,0.083013
1704,133.672485,1000.0,0.913978,0.889431,0.0,0.0,0.117709,57899.0,0.116215,0.438892,0.200334,0.463669,-0.036139,0.77771,6.021609,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001793,-0.003998,0.0,-0.000154,-0.016066,-0.030787,-0.057036,0.794073,-0.041751,-0.082936,-0.015791,-0.038221,1.855346,0.711885,-0.045386,-0.025204,-0.031942,4.391304,0.010562,0.069818,0.093426
1705,132.911011,1000.0,0.915959,0.889981,0.0,0.0,0.117918,65208.0,0.115624,0.435809,0.197847,0.486444,-0.038076,0.787514,6.00097,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001862,-0.003928,0.0,-0.000159,-0.016324,-0.033836,-0.058878,0.785036,-0.043776,-0.080843,-0.01761,-0.038857,1.85017,0.704163,-0.047303,-0.041779,-0.044068,4.333333,0.011394,0.062758,0.083899
1706,132.972122,1000.0,0.919926,0.890257,0.0,0.0,0.117722,26150.0,0.11286,0.437377,0.194315,0.457581,-0.036392,0.773012,5.995349,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001866,-0.004315,0.0,-0.000154,-0.015854,-0.031395,-0.057106,0.793205,-0.042421,-0.078103,-0.016994,-0.036527,1.858825,0.709218,-0.045167,-0.032121,-0.042299,3.954545,0.013197,0.068604,0.104129
1707,133.843491,1000.0,0.917953,0.898277,0.0,0.0,0.117622,65083.0,0.118598,0.433741,0.205528,0.484205,-0.0387,0.810789,6.003204,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001816,-0.00511,0.0,-0.000168,-0.016212,-0.03304,-0.058792,0.797327,-0.04302,-0.083269,-0.017658,-0.040184,1.84464,0.706425,-0.046822,-0.049349,-0.042961,4.083333,0.013496,0.075929,0.092592
1708,133.874893,1000.0,0.9223,0.889133,0.0,0.0,0.117281,64642.0,0.119817,0.433609,0.212397,0.48718,-0.039425,0.811852,5.988124,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001803,-0.005447,0.0,-0.000166,-0.01629,-0.034088,-0.058272,0.795047,-0.043183,-0.085448,-0.017105,-0.040949,1.843147,0.706307,-0.046715,-0.05017,-0.053898,4.416667,0.011461,0.068414,0.09866
1709,133.313782,1000.0,0.925203,0.899563,0.0,0.0,0.117086,65380.0,0.116179,0.436078,0.199982,0.475226,-0.037563,0.786025,5.998561,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001787,-0.005109,0.0,-0.000159,-0.016159,-0.032516,-0.057586,0.790699,-0.042757,-0.084785,-0.017233,-0.040134,1.855293,0.707469,-0.046174,-0.051758,-0.04666,5.875,0.012323,0.071342,0.113257
1710,134.427811,1000.0,0.925825,0.88758,0.0,0.0,0.117306,58679.0,0.1153,0.439176,0.20159,0.485085,-0.038336,0.801236,6.017438,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001846,-0.004747,0.0,-0.00016,-0.016158,-0.032947,-0.057993,0.792641,-0.042786,-0.080822,-0.017077,-0.039114,1.851208,0.706591,-0.046869,-0.029471,-0.031445,6.833333,0.012555,0.083827,0.099258
1711,133.67836,1000.0,0.921962,0.893702,0.0,0.0,0.117305,68640.0,0.115608,0.42976,0.197928,0.47329,-0.037113,0.779117,6.029054,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001822,-0.004003,0.0,-0.000156,-0.015975,-0.03199,-0.056983,0.790014,-0.041898,-0.080838,-0.01649,-0.037976,1.852865,0.712675,-0.045861,-0.030153,-0.030359,8.041667,0.011943,0.078072,0.091834
1712,133.906937,1000.0,0.920193,0.897913,0.0,0.0,0.117264,26949.0,0.116725,0.443835,0.207262,0.485439,-0.039017,0.807058,6.037956,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001812,-0.004602,0.0,-0.000164,-0.016212,-0.033352,-0.058328,0.801624,-0.043089,-0.083785,-0.017631,-0.04046,1.850938,0.704842,-0.046923,-0.035406,-0.039234,6.833333,0.010541,0.078764,0.09952
1713,132.750122,1000.0,0.91913,0.88604,0.0,0.0,0.117092,53889.0,0.117393,0.439242,0.194207,0.477067,-0.038264,0.769425,6.028918,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001853,-0.00434,0.0,-0.000161,-0.016159,-0.033241,-0.059452,0.779992,-0.042758,-0.083204,-0.017786,-0.038899,1.845711,0.707192,-0.04687,-0.029917,-0.031954,6.833333,0.012754,0.080028,0.098875
1714,133.57338,1000.0,0.920208,0.900987,0.0,0.0,0.117505,64907.0,0.11648,0.431714,0.201321,0.475599,-0.037597,0.791169,6.018325,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001795,-0.004346,0.0,-0.000158,-0.016001,-0.032569,-0.057876,0.797691,-0.042015,-0.084198,-0.016257,-0.038281,1.84875,0.711017,-0.045696,-0.028197,-0.028432,6.75,0.011998,0.078765,0.102221
1715,133.667404,1000.0,0.911971,0.90029,0.0,0.0,0.117232,67329.0,0.116176,0.434005,0.20088,0.477782,-0.037739,0.78126,6.003384,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00178,-0.004604,0.0,-0.000161,-0.016243,-0.033169,-0.058797,0.790488,-0.04312,-0.08554,-0.016405,-0.039696,1.849072,0.706745,-0.046594,-0.022434,-0.021653,6.0,0.010658,0.067186,0.094513
1716,133.387283,1000.0,0.910537,0.887769,0.0,0.0,0.117217,67713.0,0.118302,0.443062,0.204079,0.481971,-0.038344,0.779377,6.018154,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001754,-0.004502,0.0,-0.000159,-0.016266,-0.033363,-0.057708,0.787396,-0.043219,-0.086251,-0.017077,-0.039876,1.845357,0.704232,-0.047121,-0.029518,-0.027735,4.791667,0.011593,0.07676,0.099572
1717,133.188843,1000.0,0.920245,0.900081,0.0,0.0,0.117269,25131.0,0.115101,0.423202,0.197887,0.47038,-0.037851,0.778967,5.998639,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001862,-0.004957,0.0,-0.000155,-0.015914,-0.031862,-0.057245,0.793498,-0.041311,-0.079637,-0.017218,-0.038094,1.851094,0.716102,-0.046064,-0.032565,-0.031463,4.666667,0.010881,0.06863,0.079709
1718,133.225281,1000.0,0.916575,0.891883,0.0,0.0,0.117031,62830.0,0.116238,0.434897,0.203726,0.477478,-0.03778,0.793639,6.004247,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001791,-0.004891,0.0,-0.00016,-0.016173,-0.032451,-0.057523,0.790279,-0.042488,-0.083613,-0.01788,-0.039758,1.854125,0.709368,-0.046124,-0.0382,-0.042972,4.666667,0.011056,0.069373,0.103237
1719,133.073227,1000.0,0.922209,0.884754,0.0,0.0,0.116958,64652.0,0.116599,0.429759,0.199965,0.487326,-0.038305,0.794437,5.98833,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001862,-0.004257,0.0,-0.000164,-0.016076,-0.033228,-0.059292,0.788983,-0.04166,-0.08185,-0.017823,-0.040119,1.848634,0.712784,-0.046999,-0.040788,-0.055268,4.458333,0.011501,0.066444,0.095645
1720,133.673477,1000.0,0.929116,0.895358,0.0,0.0,0.117137,66709.0,0.116201,0.421804,0.207751,0.475895,-0.038441,0.793926,5.995476,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001734,-0.004985,0.0,-0.00016,-0.016022,-0.032296,-0.056904,0.797589,-0.042177,-0.087224,-0.016615,-0.040869,1.854973,0.713665,-0.045511,-0.054966,-0.049604,4.166667,0.011386,0.064159,0.105636
1721,132.997574,1000.0,0.920737,0.883848,0.0,0.0,0.116874,66409.0,0.120036,0.444997,0.198153,0.484129,-0.038622,0.797652,6.02737,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001899,-0.003785,0.0,-0.000164,-0.016178,-0.033367,-0.059424,0.791472,-0.043099,-0.081732,-0.018716,-0.038754,1.839523,0.704725,-0.047314,-0.049596,-0.047327,4.166667,0.010898,0.074723,0.095653
1722,134.56633,1000.0,0.921997,0.89336,0.0,0.0,0.117087,67396.0,0.117843,0.431394,0.212273,0.4787,-0.038186,0.821052,6.007156,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001735,-0.004342,0.0,-0.000158,-0.016108,-0.032479,-0.057057,0.809602,-0.042729,-0.08666,-0.015761,-0.039292,1.847405,0.709045,-0.045046,-0.037285,-0.035036,3.782609,0.012752,0.063017,0.093734
1723,134.041367,1000.0,0.921961,0.887613,0.0,0.0,0.117184,26892.0,0.116561,0.42572,0.198906,0.472154,-0.037727,0.787225,5.971183,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00184,-0.004575,0.0,-0.000158,-0.016053,-0.031812,-0.057923,0.792598,-0.042009,-0.079729,-0.016846,-0.037794,1.848317,0.71269,-0.046047,-0.025219,-0.030567,3.956522,0.010676,0.079895,0.08447
1724,133.2332,1000.0,0.923444,0.898049,0.0,0.0,0.117408,67056.0,0.118505,0.43739,0.201252,0.463231,-0.037264,0.778631,5.972831,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001794,-0.00387,0.0,-0.00016,-0.015971,-0.031793,-0.057245,0.799726,-0.042081,-0.082851,-0.017453,-0.038565,1.842333,0.709648,-0.045552,-0.033865,-0.033409,4.083333,0.011303,0.071902,0.101363
1725,133.536469,1000.0,0.918184,0.905003,0.0,0.0,0.117557,64547.0,0.118292,0.442945,0.214213,0.488299,-0.040016,0.819366,6.015115,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001714,-0.004844,0.0,-0.000168,-0.016436,-0.033718,-0.057745,0.803485,-0.043034,-0.088853,-0.016745,-0.043452,1.852869,0.703301,-0.046575,-0.049869,-0.049349,3.695652,0.012341,0.07466,0.092205
1726,133.603271,999.98999,0.916481,0.889285,0.0,0.041667,0.117446,62614.0,0.12147,0.444881,0.203289,0.500689,-0.04072,0.794013,5.976413,-0.8,-0.01,-0.05,-0.2,-2.0,0.500001,-0.001827,-0.005714,-0.000238,-0.000167,-0.016506,-0.035227,-0.060342,0.781433,-0.043908,-0.090619,-0.018624,-0.041542,1.836308,0.701224,-0.048805,-0.02893,-0.026134,3.875,0.011253,0.066748,0.106244
1727,134.373596,1000.0,0.920746,0.887107,0.0,0.0,0.117361,63327.0,0.121791,0.436424,0.219355,0.512183,-0.041257,0.821592,5.998508,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001745,-0.005293,0.0,-0.000168,-0.016481,-0.034866,-0.058671,0.788377,-0.043715,-0.088705,-0.016696,-0.041797,1.842916,0.704552,-0.048158,-0.019586,-0.024224,3.375,0.012998,0.061577,0.087837
1728,133.999847,1000.0,0.912812,0.88612,0.0,0.0,0.117233,66295.0,0.117516,0.437134,0.210054,0.484525,-0.037862,0.797092,5.986261,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001774,-0.00427,0.0,-0.000158,-0.016294,-0.033494,-0.05764,0.79447,-0.042793,-0.085648,-0.016105,-0.039397,1.858256,0.708211,-0.046474,-0.023059,-0.032425,3.636364,0.011306,0.075568,0.0975
1729,132.21843,1000.0,0.912151,0.887632,0.0,0.0,0.117348,25175.0,0.111918,0.411848,0.185077,0.432391,-0.034542,0.735354,6.003609,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001787,-0.003674,0.0,-0.000145,-0.015653,-0.029833,-0.054931,0.785903,-0.04017,-0.078605,-0.016103,-0.034671,1.860998,0.722567,-0.043548,-0.040836,-0.041385,3.708333,0.010729,0.077543,0.100586
1730,132.518097,1000.0,0.906974,0.879904,0.0,0.0,0.117579,64295.0,0.118104,0.430194,0.200166,0.46591,-0.037502,0.732755,6.013017,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001748,-0.004006,0.0,-0.000156,-0.016237,-0.032222,-0.058155,0.775201,-0.042172,-0.085144,-0.015488,-0.039404,1.854596,0.710882,-0.04647,-0.025074,-0.02997,3.652174,0.01306,0.087975,0.089472
1731,133.555939,1000.0,0.924147,0.895166,0.0,0.0,0.117453,64807.0,0.116078,0.418315,0.203032,0.473942,-0.038006,0.783517,5.996404,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001746,-0.004506,0.0,-0.000158,-0.016041,-0.032581,-0.056693,0.790426,-0.041878,-0.085804,-0.015826,-0.039338,1.850357,0.715552,-0.046275,-0.025552,-0.030239,3.565217,0.010697,0.075219,0.093973
1732,134.39212,1000.0,0.923794,0.887963,0.0,0.0,0.117465,63458.0,0.118695,0.431613,0.209279,0.494715,-0.039747,0.808717,6.004439,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001766,-0.004114,0.0,-0.00016,-0.016226,-0.033603,-0.057913,0.786075,-0.042189,-0.084603,-0.016201,-0.039859,1.841878,0.710178,-0.047267,-0.028377,-0.027947,3.958333,0.012325,0.077142,0.099197
1733,132.372025,1000.0,0.924296,0.88553,0.0,0.0,0.117601,52456.0,0.118411,0.429283,0.202419,0.486734,-0.038048,0.786798,5.985788,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001795,-0.005319,0.0,-0.000161,-0.01627,-0.032863,-0.057642,0.785192,-0.042944,-0.084953,-0.016339,-0.038888,1.847064,0.709499,-0.047107,-0.056459,-0.053741,4.083333,0.013124,0.075941,0.097714
1734,134.090958,1000.0,0.918319,0.895657,0.0,0.0,0.117436,65742.0,0.120768,0.425718,0.20435,0.490297,-0.038437,0.799444,5.996087,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001815,-0.005008,0.0,-0.000164,-0.016116,-0.032614,-0.058778,0.789207,-0.043284,-0.086961,-0.018002,-0.039791,1.844367,0.708431,-0.046757,-0.025839,-0.033871,3.5,0.012289,0.068182,0.09055
1735,133.374832,1000.0,0.924046,0.898999,0.0,0.0,0.117309,25206.0,0.116856,0.425307,0.202186,0.468343,-0.036791,0.783943,5.938384,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001767,-0.00438,0.0,-0.000156,-0.015871,-0.030777,-0.056949,0.798165,-0.042063,-0.083845,-0.016704,-0.038488,1.850837,0.713202,-0.04507,-0.043935,-0.046261,4.181818,0.012089,0.074864,0.096618
1736,132.981293,1000.0,0.916814,0.887141,0.0,0.0,0.117221,67107.0,0.116562,0.435599,0.191432,0.476814,-0.037667,0.761153,5.988963,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001858,-0.004286,0.0,-0.000157,-0.016343,-0.033405,-0.059011,0.770533,-0.042561,-0.083622,-0.017554,-0.039152,1.845425,0.709167,-0.047765,-0.033228,-0.028956,4.652174,0.013559,0.079469,0.100629
1737,132.590881,1000.0,0.921139,0.88,0.0,0.0,0.11718,65069.0,0.114822,0.428259,0.193662,0.456511,-0.035189,0.759053,5.960522,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001759,-0.004373,0.0,-0.000152,-0.015966,-0.030646,-0.05579,0.790007,-0.042024,-0.083145,-0.015721,-0.037383,1.860751,0.712487,-0.044689,-0.031177,-0.041822,3.458333,0.012335,0.071167,0.116784
1738,133.558319,1000.0,0.918759,0.890927,0.0,0.0,0.117081,63040.0,0.118387,0.433228,0.20631,0.464949,-0.03713,0.768615,6.001649,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001726,-0.00371,0.0,-0.000156,-0.015982,-0.031716,-0.056429,0.796207,-0.042743,-0.084937,-0.015963,-0.039737,1.849484,0.70862,-0.045037,-0.033346,-0.027006,4.625,0.012993,0.07976,0.094844
1739,133.022949,1000.0,0.909252,0.889749,0.0,0.0,0.11709,58223.0,0.113664,0.433881,0.190802,0.455071,-0.035768,0.758582,6.028221,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00182,-0.003792,0.0,-0.000153,-0.015892,-0.030694,-0.057347,0.783415,-0.041653,-0.08069,-0.01774,-0.03733,1.859803,0.71105,-0.045121,-0.019277,-0.021019,3.75,0.011927,0.090952,0.094324
1740,134.423248,1000.0,0.917075,0.87735,0.0,0.0,0.117474,59910.0,0.118102,0.430477,0.212722,0.479666,-0.03889,0.792707,5.99513,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.00175,-0.005157,0.0,-0.000164,-0.016141,-0.032637,-0.056769,0.798579,-0.042019,-0.083074,-0.016409,-0.041462,1.844571,0.711428,-0.04619,-0.029668,-0.030798,4.291667,0.011519,0.068506,0.094868
1741,134.135223,1000.0,0.921934,0.887698,0.0,0.0,0.117646,25430.0,0.120001,0.432727,0.21427,0.505994,-0.040637,0.831722,5.983064,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001827,-0.004822,0.0,-0.000167,-0.016281,-0.034299,-0.05922,0.794123,-0.042802,-0.083692,-0.017208,-0.041128,1.845597,0.708246,-0.047782,-0.047155,-0.049494,4.916667,0.010985,0.074081,0.099347
1742,133.292648,1000.0,0.91271,0.896501,0.0,0.0,0.11778,53115.0,0.11782,0.426073,0.201781,0.478583,-0.038738,0.789021,5.96545,-0.8,-0.01,-0.05,-0.2,-2.0,0.500007,-0.001812,-0.004795,0.0,-0.000164,-0.016263,-0.033324,-0.058453,0.791978,-0.042072,-0.086035,-0.017255,-0.041253,1.85315,0.712401,-0.046649,-0.040421,-0.051875,4.875,0.01067,0.083828,0.100115
